LootTableID;AND/OR;LuckSafe;Conditions;UseLevelGS;HWMMult;GSBonus;MaxRoll;Item1;GearScoreRange1;PerkBucketOverrides1;Item2;GearScoreRange2;PerkBucketOverrides2;Item3;GearScoreRange3;PerkOverrides3;Item4;GearScoreRange4;PerkOverrides4;Item5;GearScoreRange5;PerkOverrides5;Item6;GearScoreRange6;PerkOverrides6;Item7;GearScoreRange7;PerkOverrides7;Item8;GearScoreRange8;PerkOverrides8;Item9;GearScoreRange9;PerkOverrides9;Item10;GearScoreRange10;PerkOverrides10;Item11;GearScoreRange11;PerkOverrides11;Item12;GearScoreRange12;PerkOverrides12;Item13;GearScoreRange13;PerkOverrides13;Item14;GearScoreRange14;PerkOverrides14;Item15;GearScoreRange15;PerkOverrides15;Item16;GearScoreRange16;PerkOverrides16;Item17;GearScoreRange17;PerkOverrides17;Item18;GearScoreRange18;PerkOverrides18;Item19;GearScoreRange19;PerkOverrides19;Item20;GearScoreRange20;PerkOverrides20;Item21;GearScoreRange21;PerkOverrides21;Item22;GearScoreRange22;PerkOverrides22;Item23;GearScoreRange23;PerkOverrides23;Item24;GearScoreRange24;PerkOverrides24;Item25;GearScoreRange25;PerkOverrides25;Item26;GearScoreRange26;PerkOverrides26;Item27;GearScoreRange27;PerkOverrides27;Item28;GearScoreRange28;PerkOverrides28;Item29;GearScoreRange29;PerkOverrides29;Item30;GearScoreRange30;PerkOverrides30;Item31;GearScoreRange31;PerkOverrides31;Item32;GearScoreRange32;PerkOverrides32;Item33;GearScoreRange33;PerkOverrides33
FishingHotspotLoot_Qty;;;;;0;0;0;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishingHotspotLoot_Probs;;;;;0;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FreshwaterFishHotspotRarity;OR;TRUE;Fresh,FishRarity;;0;0;0;[LBID]NonFishCommon;;;[LBID]NonFishUncommon;;;[LTID]FreshFishHotspotCommonSize;;;[LTID]FreshFishHotspotUncommonSize;;;[LTID]FreshFishHotspotRareSize;;;[LBID]NonFishRare;;;[LBID]FishUltraFresh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FreshwaterFishHotspotRarity_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FreshwaterFishHotspotRarity_Probs;;;;;0;0;300000;1;;;2;;;3;;;132841;;;265683;;;287823;;;298893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FreshFishHotspotCommonSize;OR;TRUE;FishSize;;0;0;0;[LBID]FishCommonSmallFresh;;;[LBID]FishCommonMedFresh;;;[LBID]FishCommonLargeFresh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FreshFishHotspotCommonSize_Qty;;;;;0;0;0;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FreshFishHotspotCommonSize_Probs;;;;;0;0;100000;0;;;40000;;;75000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FreshFishHotspotUncommonSize;OR;TRUE;FishSize;;0;0;0;[LBID]FishUncommonSmallFresh;;;[LBID]FishUncommonMedFresh;;;[LBID]FishUncommonLargeFresh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FreshFishHotspotUncommonSize_Qty;;;;;0;0;0;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FreshFishHotspotUncommonSize_Probs;;;;;0;0;100000;0;;;40000;;;75000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FreshFishHotspotRareSize;OR;TRUE;FishSize;;0;0;0;[LBID]FishRareSmallFresh;;;[LBID]FishRareMedFresh;;;[LBID]FishRareLargeFresh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FreshFishHotspotRareSize_Qty;;;;;0;0;0;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FreshFishHotspotRareSize_Probs;;;;;0;0;100000;0;;;40000;;;75000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SaltwaterFishHotspotRarity;OR;TRUE;Salt,FishRarity;;0;0;0;[LBID]NonFishCommon;;;[LBID]NonFishUncommon;;;[LTID]SaltFishHotspotCommonSize;;;[LTID]SaltFishHotspotUncommonSize;;;[LTID]SaltFishHotspotRareSize;;;[LBID]NonFishRare;;;[LBID]FishUltraSalt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SaltwaterFishHotspotRarity_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SaltwaterFishHotspotRarity_Probs;;;;;0;0;300000;1;;;2;;;3;;;132841;;;265683;;;287823;;;298893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SaltFishHotspotCommonSize;OR;TRUE;FishSize;;0;0;0;[LBID]FishCommonSmallSalt;;;[LBID]FishCommonMedSalt;;;[LBID]FishCommonLargeSalt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SaltFishHotspotCommonSize_Qty;;;;;0;0;0;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SaltFishHotspotCommonSize_Probs;;;;;0;0;100000;0;;;40000;;;75000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SaltFishHotspotUncommonSize;OR;TRUE;FishSize;;0;0;0;[LBID]FishUncommonSmallSalt;;;[LBID]FishUncommonMedSalt;;;[LBID]FishUncommonLargeSalt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SaltFishHotspotUncommonSize_Qty;;;;;0;0;0;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SaltFishHotspotUncommonSize_Probs;;;;;0;0;100000;0;;;40000;;;75000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SaltFishHotspotRareSize;OR;TRUE;FishSize;;0;0;0;[LBID]FishRareSmallSalt;;;[LBID]FishRareMedSalt;;;[LBID]FishRareLargeSalt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SaltFishHotspotRareSize_Qty;;;;;0;0;0;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SaltFishHotspotRareSize_Probs;;;;;0;0;100000;0;;;40000;;;75000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSmallCommon;AND;;;;0;0;0;FishT1;;;FishOilT1;;;FishT2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSmallCommon_Qty;;;;;0;0;0;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSmallCommon_Probs;;;;;0;0;100000;0;;;80000;;;90000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageMediumCommon;AND;;;;0;0;0;FishT1;;;FishOilT1;;;FishT2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageMediumCommon_Qty;;;;;0;0;0;2-3;;;3;;;1-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageMediumCommon_Probs;;;;;0;0;100000;0;;;75000;;;85000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageLargeCommon;AND;;;;0;0;0;FishT1;;;FishOilT1;;;FishT2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageLargeCommon_Qty;;;;;0;0;0;3-4;;;4-5;;;2-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageLargeCommon_Probs;;;;;0;0;100000;0;;;60000;;;80000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSmallUncommon;AND;;;;0;0;0;FishT2;;;FishOilT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSmallUncommon_Qty;;;;;0;0;0;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSmallUncommon_Probs;;;;;0;0;100000;0;;;90000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageMediumUncommon;AND;;;;0;0;0;FishT2;;;FishOilT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageMediumUncommon_Qty;;;;;0;0;0;2-3;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageMediumUncommon_Probs;;;;;0;0;100000;0;;;85000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageLargeUncommon;AND;;;;0;0;0;FishT2;;;FishOilT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageLargeUncommon_Qty;;;;;0;0;0;3-4;;;4-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageLargeUncommon_Probs;;;;;0;0;100000;0;;;60000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSmallRare;AND;;;;0;0;0;FishT1;;;FishOilT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSmallRare_Qty;;;;;0;0;0;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSmallRare_Probs;;;;;0;0;100000;0;;;90000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageMediumRare;AND;;;;0;0;0;FishT1;;;FishOilT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageMediumRare_Qty;;;;;0;0;0;2-3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageMediumRare_Probs;;;;;0;0;100000;0;;;85000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageLargeRare;AND;;;;0;0;0;FishT1;;;FishOilT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageLargeRare_Qty;;;;;0;0;0;3-4;;;3-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageLargeRare_Probs;;;;;0;0;100000;0;;;60000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageUltra;AND;;;;0;0;0;FishT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageUltra_Qty;;;;;0;0;0;3-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageUltra_Probs;;;;;0;0;100000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageClam;AND;;;;0;0;0;BaitFreshClamT2;;;PearlT2;;;[LTID]FishSalvagePearlsLow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageClam_Qty;;;;;0;0;0;3-4;;;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageClam_Probs;;;;;0;0;100000;0;;;0;;;50000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvagePearlsLow;OR;;;;0;0;0;PearlT1;;;PearlT2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvagePearlsLow_Qty;;;;;0;0;0;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvagePearlsLow_Probs;;;;;0;0;100000;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageOyster;AND;;;;0;0;0;BaitFreshOysterT3;;;PearlT2;;;[LTID]FishSalvagePearlsHigh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageOyster_Qty;;;;;0;0;0;3-4;;;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageOyster_Probs;;;;;0;0;100000;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvagePearlsHigh;OR;;;;0;0;0;PearlT3;;;PearlT4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvagePearlsHigh_Qty;;;;;0;0;0;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvagePearlsHigh_Probs;;;;;0;0;100000;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageElectricEelSmall;AND;;;;0;0;0;BaitSaltElectricEelT3;;;FishT4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageElectricEelSmall_Qty;;;;;0;0;0;2-4;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageElectricEelSmall_Probs;;;;;0;0;100000;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageElectricEelMedium;AND;;;;0;0;0;BaitSaltElectricEelT3;;;FishT4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageElectricEelMedium_Qty;;;;;0;0;0;4-5;;;2-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageElectricEelMedium_Probs;;;;;0;0;100000;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageElectricEelLarge;AND;;;;0;0;0;BaitSaltElectricEelT3;;;FishT4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageElectricEelLarge_Qty;;;;;0;0;0;5-7;;;3-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageElectricEelLarge_Probs;;;;;0;0;100000;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSquidSmall;AND;;;;0;0;0;MeatSquidT1;;;SquidInkT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSquidSmall_Qty;;;;;0;0;0;1-2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSquidSmall_Probs;;;;;0;0;100000;0;;;90000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSquidMedium;AND;;;;0;0;0;MeatSquidT1;;;SquidInkT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSquidMedium_Qty;;;;;0;0;0;3-4;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSquidMedium_Probs;;;;;0;0;100000;0;;;90000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSquidLarge;AND;;;;0;0;0;MeatSquidT1;;;SquidInkT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSquidLarge_Qty;;;;;0;0;0;5-6;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSquidLarge_Probs;;;;;0;0;100000;0;;;90000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSnail;AND;;;;0;0;0;BaitSaltSnailT2;;;SnailSlimeT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSnail_Qty;;;;;0;0;0;3-4;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageSnail_Probs;;;;;0;0;100000;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageTreasure;AND;;;;0;0;0;[LTID]FishSalvageTreasureIngots;;;[LTID]MasterGems;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageTreasure_Qty;;;;;0;0;0;1-2;;;1-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageTreasure_Probs;;;;;0;0;100000;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageTreasureIngots;OR;;;;0;0;0;IngotPreciousT1;;;IngotPreciousT2;;;IngotPreciousT3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageTreasureIngots_Qty;;;;;0;0;0;2-5;;;2-4;;;2-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FishSalvageTreasureIngots_Probs;;;;;0;0;100000;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
