TaskID;Type;FailOnCondition;StayActive;TargetQty;ItemName;ItemDropVC;ItemDropProbability;ChestDropProbability;UseGlobalStorage;EnforceLocationRequirement;TerritoryID;POITag;GameModeID;LootTag;PauseAndClearLootOnTaskComplete;AwardOnlyOnce;ShouldCheckPoints;GuranteedDropAttempts;TargetThreshold;CraftingRecipeId;CraftAnyRecipe;InteractTag;UIScreenTag;TriggerAreaType;KillEnemyType;KillEnemyWeaponID;Duration;TaskBuySellType;IsPurchaseOrEarn;IsExactMatch;UseTypeAffix;TypeAffix;UseMatAffix;MatAffix;UseMagicAffix;MagicAffix;MapMarkerMapIcon;MapMarkerTitleLocTag;MapMarkerDescriptionLocTag;MapMarkerWorldPositionX;MapMarkerWorldPositionY;MapMarkerWorldDistanceThreshold;UseLargeItemDisplay;TP_TargetTag;TP_DescriptionTag;TargetDescriptionTaskId;OverrideLocation;TP_StayComplete;IsHidden;CompletedNotificationId;GridLayout;CommunityGoalTag;HideChildren;TriggerAnalyticsEvent;SubTask1;SubTask2;SubTask3;SubTask4;SubTask5
FM_14_PVP_Poach_Covenant_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_14_PVP_Poach_Covenant_first;M_ReturnToGiver;;;
FM_14_PVP_Poach_Covenant_first;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_task_pvp;;;;;;;;;;FM_14_PVP_Poach_Covenant_task;M_task_die;;;
FM_14_PVP_Poach_Covenant_task;TaskKillContribution;;0;3;;;0;0;false;true;;factionarea_50395;;;true;false;;0;;;;;;;Wolf_Black_58;;;;;;;;;;;;;;;;;;;;@objective_mission_destroy_generic_at_POI;;12090.76 7305.12 232.48;;;;;;;;;;;;
FM_14_PVP_Control_Covenant_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_14_PVP_Control_Covenant_first;M_ReturnToGiver;;;
FM_14_PVP_Control_Covenant_first;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_task_pvp;;;;;;;;;;FM_14_PVP_Control_Covenant_task;M_task_die;;;
FM_14_PVP_Control_Covenant_task;PatrolTask;;0;0;;;0;0;false;true;;factionarea_50393;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_task_patrol_timer;;12070.62 7169.72 247.56;;;;;;;;;;;;
FM_14_H_01_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_14_H_01_tasks_first_container;M_ReturnToGiver;;;
FM_14_H_01_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_14_H_01_leg_A_task;FM_14_H_01_leg_B_task;FM_14_H_01_leg_C_task;;
FM_14_H_01_leg_A_task;TaskGatherAndReturnItems;;0;3;FM_hunt_item_1_14;Wolf_Black_58;100;0;false;true;;ancientcrater1;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_hunt_generic_at_POI;;;;;;;;;;;;;;
FM_14_H_01_leg_B_task;TaskGatherAndReturnItems;;0;3;FM_hunt_item_2_14;Boar_59;100;0;false;true;;ancientcrater3;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_hunt_generic_at_POI;;;;;;;;;;;;;;
FM_14_H_01_leg_C_task;TaskGatherAndReturnItems;;0;3;FM_hunt_item_3_14;Alligator_Black_59;100;0;false;true;;ancientcrater6;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_hunt_generic_at_POI;;;;;;;;;;;;;;
FM_14_H_02_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_14_H_02_tasks_first_container;M_ReturnToGiver;;;
FM_14_H_02_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_14_H_02_leg_A_task;FM_14_H_02_leg_B_task;FM_14_H_02_leg_C_task;;
FM_14_H_02_leg_A_task;TaskGatherAndReturnItems;;0;3;FM_hunt_item_4_14;Lynx;100;0;false;true;;ancientcrater11;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_hunt_generic_at_POI;;;;;;;;;;;;;;
FM_14_H_02_leg_B_task;TaskGatherAndReturnItems;;0;3;FM_hunt_item_5_14;Primal_Lion_50;100;0;false;true;;ancientcrater14;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_hunt_generic_at_POI;;;;;;;;;;;;;;
FM_14_H_02_leg_C_task;TaskGatherAndReturnItems;;0;3;FM_hunt_item_6_14;Lynx_53;100;0;false;true;;ancientcrater14;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_hunt_generic_at_POI;;;;;;;;;;;;;;
FM_14_H_03_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_14_H_03_tasks_first_container;M_ReturnToGiver;;;
FM_14_H_03_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_14_H_03_leg_A_task;FM_14_H_03_leg_B_task;FM_14_H_03_leg_C_task;;
FM_14_H_03_leg_A_task;TaskGatherAndReturnItems;;0;3;FM_hunt_item_7_14;Boar_Stripped_60;100;0;false;true;;ancientcrater10;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_hunt_generic_at_POI;;;;;;;;;;;;;;
FM_14_H_03_leg_B_task;TaskGatherAndReturnItems;;0;1;FM_hunt_item_8_14;Wolf_Elemental_Earth_60;100;0;false;true;;ancientcrater17;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_hunt_generic_at_POI;;;;;;;;;;;;;;
FM_14_H_03_leg_C_task;TaskGatherAndReturnItems;;0;3;FM_hunt_item_9_14;Sheep_Eastern_61;100;0;false;true;;ancientcrater16;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_hunt_generic_at_POI;;;;;;;;;;;;;;
FM_14_EXP_01_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_14_EXP_01_tasks_first_container;M_ReturnToGiver;;;
FM_14_EXP_01_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_14_EXP_01_leg_A_task;;;;
FM_14_EXP_01_leg_A_task;TaskKillContribution;;0;6;;;0;0;false;false;;dungeon_edengrove;DungeonEdengrove00;;true;false;;0;;;;;;;Swamp_Dryad_Soldier_DG_Edengrove_00;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_14_EXP_01_leg_B_task;TaskKillContribution;;0;1;;;0;0;false;false;;dungeon_edengrove;DungeonEdengrove00;;true;false;;0;;;;;;;Naga_AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_complete_the_expedition;;;;;;;;;;;;;;
FM_14_EXP_02_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_14_EXP_02_tasks_first_container;M_ReturnToGiver;;;
FM_14_EXP_02_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_14_EXP_02_leg_A_task;;;;
FM_14_EXP_02_leg_A_task;TaskKillContribution;;0;5;;;0;0;false;false;;dungeon_edengrove;DungeonEdengrove00;;true;false;;0;;;;;;;Swamp_Dryad_Archer_DG_Edengrove_00;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_14_EXP_02_leg_B_task;TaskKillContribution;;0;1;;;0;0;false;false;;dungeon_edengrove;DungeonEdengrove00;;true;false;;0;;;;;;;Naga_AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_complete_the_expedition;;;;;;;;;;;;;;
FM_14_EXP_03_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_14_EXP_03_tasks_first_container;M_ReturnToGiver;;;
FM_14_EXP_03_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_14_EXP_03_leg_A_task;;;;
FM_14_EXP_03_leg_A_task;TaskGatherAndReturnItems;;0;4;FM_loot_item_39;Totem_Dryad_Nest_DG_Edengrove_00;100;0;false;false;;dungeon_edengrove;DungeonEdengrove00;;true;false;;0;;;;;;;Totem_Dryad_Nest_DG_Edengrove_00;;;;;;;;;;;;;;;;;;;;@objective_destroy_and_collect;;;;;;;;;;;;;;
FM_14_EXP_03_leg_B_task;TaskKillContribution;;0;1;;;0;0;false;false;;dungeon_edengrove;DungeonEdengrove00;;true;false;;0;;;;;;;Naga_AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_complete_the_expedition;;;;;;;;;;;;;;
